Timestamp,Session ID,Referrer,Destination,Device Type,Total Time (seconds),Clicks,IP,City,Proxy,Status,Error Reason
2026-02-07 12:44:02,3bb0a0d5,https://www.google.com/,https://www.timesofindiadigital.com/?utm_source=Janus&utm_medium=Janusmedia&utm_campaign=website | https://www.timesofindiadigital.com/?utm_source=heygobind&utm_medium=heygobindmedia&utm_campaign=cricket | https://www.timesofindiadigital.com/?utm_source=sprintexx&utm_medium=sprintexxmedia&utm_campaign=email | https://www.timesofindiadigital.com/?utm_source=nh8&utm_medium=nh8media&utm_campaign=whatsapp,desktop,42,0,,,,SUCCESS,
2026-02-07 12:44:03,987143e1,https://www.google.com/,https://www.timesofindiadigital.com/?utm_source=Janus&utm_medium=Janusmedia&utm_campaign=website | https://www.timesofindiadigital.com/?utm_source=heygobind&utm_medium=heygobindmedia&utm_campaign=cricket | https://www.timesofindiadigital.com/?utm_source=sprintexx&utm_medium=sprintexxmedia&utm_campaign=email | https://www.timesofindiadigital.com/?utm_source=nh8&utm_medium=nh8media&utm_campaign=whatsapp,desktop,43,0,,,,SUCCESS,
