Timestamp,Session ID,Referrer,Destination,Device Type,Total Time (seconds),Clicks,IP,City,Proxy,Status,Error Reason
2026-03-17 18:24:22,938614c5,https://www.google.com/,https://www.timesofindiadigital.com/?utm_source=Janus&utm_medium=Janusmedia&utm_campaign=website | https://www.timesofindiadigital.com/?utm_source=heygobind&utm_medium=heygobindmedia&utm_campaign=cricket | https://www.timesofindiadigital.com/?utm_source=sprintexx&utm_medium=sprintexxmedia&utm_campaign=email | https://www.timesofindiadigital.com/?utm_source=nh8&utm_medium=nh8media&utm_campaign=whatsapp,mobile,14,0,,,,SUCCESS,
2026-03-17 18:24:22,f5be8101,https://www.google.com/,https://www.timesofindiadigital.com/?utm_source=Janus&utm_medium=Janusmedia&utm_campaign=website | https://www.timesofindiadigital.com/?utm_source=heygobind&utm_medium=heygobindmedia&utm_campaign=cricket | https://www.timesofindiadigital.com/?utm_source=sprintexx&utm_medium=sprintexxmedia&utm_campaign=email | https://www.timesofindiadigital.com/?utm_source=nh8&utm_medium=nh8media&utm_campaign=whatsapp,mobile,15,0,,,,SUCCESS,
2026-03-17 18:24:24,d3a89db3,https://www.google.com/,https://www.timesofindiadigital.com/?utm_source=Janus&utm_medium=Janusmedia&utm_campaign=website | https://www.timesofindiadigital.com/?utm_source=heygobind&utm_medium=heygobindmedia&utm_campaign=cricket | https://www.timesofindiadigital.com/?utm_source=sprintexx&utm_medium=sprintexxmedia&utm_campaign=email | https://www.timesofindiadigital.com/?utm_source=nh8&utm_medium=nh8media&utm_campaign=whatsapp,mobile,17,0,,,,SUCCESS,
